filename,cleaned_sentence,unvowel_sentence
Our-Benchmark.csv,وَعَلَى أَيِّ أَسَاسٍ يُصْلِحُونَ؟ الَّذِينَ يُصْلِحُونَ هُمُ الْمُؤْمِنُونَ... وَعَلَى أَسَاسِ مَنْهَجِ الْلهِ... لِمَاذَا مَنْهَجُ الْلهِ؟ رَحْمَتُهُ فِي الْجِهَادِ لِأَنَّ الْمُصْلِحَ قَدْ يَتَدَخَّلُ بِهَوًى، فَتُصْبِحُ الْأَهْوَاءُ ثَلَاثَةً: هَوَى كُلِّ طَائِفَةٍ مِنَ الطَّائِفَتَيْنِ، وَهَوَى الْمُصْلِحِ، وَنَحْنُ نُرِيدُ أَنْ نُقَلِّلَ الْأَهْوَاءَ، لَا أَنْ نَزِيدَهَا بُعْدًا... بَلْ إِنَّ الْوَاجِبَ أَنْ نَجْعَلَ الْأَهْوَاءَ الْمُخْتَلِفَةَ هَوًى وَاحِدًا... ,وعلى أي أساس يصلحون؟ الذين يصلحون هم المؤمنون... وعلى أساس منهج الله... لماذا منهج الله؟ رحمته في الجهاد لأن المصلح قد يتدخل بهوى، فتصبح الأهواء ثلاثة: هوى كل طائفة من الطائفتين، وهوى المصلح، ونحن نريد أن نقلل الأهواء، لا أن نزيدها بعدا... بل إن الواجب أن نجعل الأهواء المختلفة هوى واحدا... 
Our-Benchmark.csv,أَمَّا أَنْ أَتَدَخَّلَ بِهَوَايَ فَقَدْ زِدْتُ الْمَعْرَكَةَ بُعْدًا ثَالِثًا. يَقُولُ الْلهُ تَعَالَى: إِن يُرِيدَا إِصْلَاحًا يُوَفِّقِ اللَّهُ بَيْنَهُمَا [النِّسَاءُ-35] . فَإِذَا رَأَيْتَ وَاحِدًا تَدَخَّلَ فِي أَمْرٍ وَلَمْ يَنْتَهِ إِلَى الصُّلْحِ، فَاعْلَمْ أَنَّهُ لَمْ يَكُنْ يُرِيدُ الْإِصْلَاحَ... وَلَابُدَّ أَنَّ لَهُ هَوًى ثَالِثًا. ,أما أن أتدخل بهواي فقد زدت المعركة بعدا ثالثا. يقول الله تعالى: إن يريدا إصلاحا يوفق الله بينهما [النساء-35] . فإذا رأيت واحدا تدخل في أمر ولم ينته إلى الصلح، فاعلم أنه لم يكن يريد الإصلاح... ولابد أن له هوى ثالثا. 
Our-Benchmark.csv,وَفِي صَدَدِ الْإِصْلَاحِ يَقُولُ الْلهُ تَعَالَى: فَإِن بَغَتْ إِحْدَاهُمَا عَلَى الْأُخْرَى فَقَاتِلُوا الَّتِي تَبْغِي حَتَّى تَفِيءَ إِلَى أَمْرِ اللَّهِ [الْحُجُرَاتُ-9] بِرُجُولَةِ الْإِيمَانِ قَاتِلُوا الَّتِي تَبْغِي... فَإِنْ فَاءَتْ إِلَى أَمْرِ الْلهِ فَلَا تَتْرُكُوا الْأَمْرَ عَلَى حَالِهِ... بَلْ عَاوِدُوا الْإِصْلَاحَ... فَإِن فَاءَتْ فَأَصْلِحُوا بَيْنَهُمَا بِالْعَدْلِ وَأَقْسِطُوا إِنَّ اللَّهَ يُحِبُّ الْمُقْسِطِينَ [الْحُجُرَاتُ-9] . عَاوِدُوا الْإِصْلَاحَ لِإِزَالَةِ أَسْبَابِ النِّزَاعِ. ,وفي صدد الإصلاح يقول الله تعالى: فإن بغت إحداهما على الأخرى فقاتلوا التي تبغي حتى تفيء إلى أمر الله [الحجرات-9] برجولة الإيمان قاتلوا التي تبغي... فإن فاءت إلى أمر الله فلا تتركوا الأمر على حاله... بل عاودوا الإصلاح... فإن فاءت فأصلحوا بينهما بالعدل وأقسطوا إن الله يحب المقسطين [الحجرات-9] . عاودوا الإصلاح لإزالة أسباب النزاع. 
Our-Benchmark.csv,وَالَّذِي يَحْدُثُ فِي الْعَالَمِ الْإِسْلَامِيِّ شَيْءٌ مُؤْسِفٌ... وَالْأَشَدُّ أَسَفًا أَنَّنَا لَا نَجِدُ مِنَ الْمُسْلِمِينَ طَائِفَةً تُمَثِّلُ الصُّلْحَ... كُنَّا نَرْجُو أَنْ تُوجَدَ فِئَةٌ لَا تَنْحَازُ إِلَى جِهَةٍ، وَلَكِنْ تُمَثِّلُ الْوَسَطَ الْمُصْلِحَ، لِتَتَلَقَّى أَمْرَ الْحَقِّ فِي أَنْ تُصْلِحَ ذَاتَ الْبَيْنِ.,والذي يحدث في العالم الإسلامي شيء مؤسف... والأشد أسفا أننا لا نجد من المسلمين طائفة تمثل الصلح... كنا نرجو أن توجد فئة لا تنحاز إلى جهة، ولكن تمثل الوسط المصلح، لتتلقى أمر الحق في أن تصلح ذات البين.
Our-Benchmark.csv,"حَدَاثَةٌ وَلَكِنْ؟!
قَدْ لَا تَدُلُّكَ الْعَنَاوِينُ دَائِمًا عَلَى الْمَضَامِينِ، فَكَيْفَ بِعَالَمِ الْعَجَائِبِ وَالْمُتَغَيِّرَاتِ الْيَوْمَ؟! لَا زَالَتْ تَخْدَعُكَ فِيهِ الْأَسْمَاءُ وَالصُّوَرُ بِبَهْرَجِهَا وَزِينَتِهَا، تُلْبِسُ الْهِرَّةَ ثَوْبَ الْأَسَدِ، وَالثَّعْلَبَ ثَوْبَ الْحَمَلِ الْوَدِيعِ… ""التَّنْوِيرُ""، ""الْحَدَاثَةُ""، ""مَا بَعْدَ الْحَدَاثَةِ""… عُنْوَانٌ لَطِيفٌ، بَرَّاقٌ، جَذَّابٌ، يُوحِي بِكُلِّ مَا يَتَّصِلُ بِعَالَمِ الْيَوْمِ مِنَ التَّطَوُّرِ الرَّقْمِيِّ وَالتِّكْنُولُوجِيِّ، وَالسُّرْعَةِ، ","حداثة ولكن؟!
قد لا تدلك العناوين دائما على المضامين، فكيف بعالم العجائب والمتغيرات اليوم؟! لا زالت تخدعك فيه الأسماء والصور ببهرجها وزينتها، تلبس الهرة ثوب الأسد، والثعلب ثوب الحمل الوديع… ""التنوير""، ""الحداثة""، ""ما بعد الحداثة""… عنوان لطيف، براق، جذاب، يوحي بكل ما يتصل بعالم اليوم من التطور الرقمي والتكنولوجي، والسرعة، "
Our-Benchmark.csv,وَالتِّقْنِيَّةِ وَنَبْذِ التَّخَلُّفِ، وَالتَّطَلُّعِ نَحْوَ الْمُسْتَقْبَلِ. لَكِنَّنَا فِي الْغَوْصِ نَحْوَ الْحَقِيقَةِ نَسْتَبِينُ تَعْرِيفَاتِ الْحَدَاثَةِ وَأَخَوَاتِهَا مِنْ دُعَاتِهَا، وَصُنَّاعِهَا الْمُعَاصِرِينَ. يَقُومُ مَبْدَأُ الْحَدَاثَةِ _الَّذِي نَشَأَ مَعَ عَصْرِ النَّهْضَةِ الْأُورُوبِيِّ_ فِي الْأَصْلِ عَلَى الثَّوْرَةِ عَلَى الْمَاضِي بِكُلِّ تَفَاصِيلِهِ الْفِكْرِيَّةِ، وَالدِّينِيَّةِ، وَالْعَقَائِدِيَّةِ، وَالْمَرْجَعِيَّةِ، لِيُنَصِّبَ الْعَقْلَ الْبَشَرِيَّ إِلَهًا بَعْدَ ظَنِّهِمْ بِمَوْتِ الْإِلَهِ، وَذَلِكَ عَلَى يَدِ: نِيتْشَهْ، ,والتقنية ونبذ التخلف، والتطلع نحو المستقبل. لكننا في الغوص نحو الحقيقة نستبين تعريفات الحداثة وأخواتها من دعاتها، وصناعها المعاصرين. يقوم مبدأ الحداثة _الذي نشأ مع عصر النهضة الأوروبي_ في الأصل على الثورة على الماضي بكل تفاصيله الفكرية، والدينية، والعقائدية، والمرجعية، لينصب العقل البشري إلها بعد ظنهم بموت الإله، وذلك على يد: نيتشه، 
Our-Benchmark.csv,وَدِيكَارْتَ الَّذِي اعْتَبَرَ الْبَشَرَ مَالِكِي الطَّبِيعَةِ، وَغَيْرِهِمْ. فَاعْتَبَرَتِ الْحَدَاثَةُ الْإِنْسَانَ مُهَيْمِنًا عَلَى كُلِّ شَيْءٍ، بِمَا فِي ذَلِكَ الْقِيَمِ الْأَخْلَاقِيَّةِ وَالْمُثُلِ؛ يَضَعُ قَوَاعِدَهَا، وَيُصْدِرُهَا، وَيَتَحَكَّمُ بِهَا وَفْقَ هَوَاهُ. فَالدِّينُ فِي نَظَرِهِمْ مَثَلًا قَالَبٌ جَامِدٌ يَحْتَاجُ إِلَى تَجْدِيدٍ أَوْ رُبَّمَا إِلْغَاءٍ، وَالتَّارِيخُ دُرُوسٌ وَمَوَاعِظُ يُمْكِنُ الِاسْتِغْنَاءُ عَنْهَا… وَهَكَذَا… وَهَكَذَا وُصُولًا إِلَى الْأُسْرَةِ مَثَلًا فَلَا دَاعِيَ لِلْأَبِ وَالْأُمِّ، ,وديكارت الذي اعتبر البشر مالكي الطبيعة، وغيرهم. فاعتبرت الحداثة الإنسان مهيمنا على كل شيء، بما في ذلك القيم الأخلاقية والمثل؛ يضع قواعدها، ويصدرها، ويتحكم بها وفق هواه. فالدين في نظرهم مثلا قالب جامد يحتاج إلى تجديد أو ربما إلغاء، والتاريخ دروس ومواعظ يمكن الاستغناء عنها… وهكذا… وهكذا وصولا إلى الأسرة مثلا فلا داعي للأب والأم، 
Our-Benchmark.csv,وَلَا حَاجَةَ لَهُمَا لِأَنَّ التَّرْبِيَةَ مُجَرَّدُ قَوَاعِدَ صَارِمَةٍ تُقَيِّدُنَا، نَحْنُ أَبْنَاءُ الْحَيَاةِ، وَعَلَيْنَا أَنْ نَتَعَلَّمَ بِأَنْفُسِنَا… وَتَبَلْوَرَتْ فِي ظِلِّ الْحَدَاثَةِ أَفْكَارٌ جَدِيدَةٌ لَمْ تَكُنْ مِنْ قَبْلُ كَالْفِكْرِ النِّسْوِيِّ، وَدُعِمَ الشُّذُوذُ. فَإِذَا نَبَذَتِ الْحَدَاثَةُ الْمَاضِيَ، فَإِنَّمَا نَحْنُ جُزْءٌ مِنَ الْمَاضِي، مَعْجُونُونَ بِهِ، وَإِنَّكَ فِي اللَّحْظَةِ الَّتِي تَسْبِقُ قِرَاءَتَكَ لِهَذَا الْمَقَالِ كُنْتَ فِي الْمَاضِي، ,ولا حاجة لهما لأن التربية مجرد قواعد صارمة تقيدنا، نحن أبناء الحياة، وعلينا أن نتعلم بأنفسنا… وتبلورت في ظل الحداثة أفكار جديدة لم تكن من قبل كالفكر النسوي، ودعم الشذوذ. فإذا نبذت الحداثة الماضي، فإنما نحن جزء من الماضي، معجونون به، وإنك في اللحظة التي تسبق قراءتك لهذا المقال كنت في الماضي، 
Our-Benchmark.csv,تَلَافِيفُ دِمَاغِكَ، وَتَفَاصِيلُ ذَاكِرَتِكَ الْمُمْتَدَّةِ مِمَّا قَبْلَ لَحَظَاتٍ إِلَى طُفُولَتِكَ… وَوِلَادَتِكَ… وَكَوْنِكَ قَبْلَ ذَلِكَ فِي أَصْلَابِ آبَائِكَ وَأَجْدَادِكَ، إِلَى أَبِينَا آدَمَ، وَعَالَمِ الذَّرِّ، بِكُلِّ مَا فِي ذَلِكَ مِنْ تَفَاصِيلَ نَحْنُ مَاضٍ فِي الدَّرَجَةِ الْأُولَى، وَالْحَاضِرُ لَا يَتَعَدَّى اللَّحْظَةَ، وَالْمُسْتَقْبَلُ فَسِيحٌ أَمَامَنَا، غَائِبٌ عَنَّا. وَإِنَّنَا إِذْ نَرْفُضُ الْمَاضِيَ نَرْفُضُ عَلَى الْحَقِيقَةِ أَنْفُسَنَا. ,تلافيف دماغك، وتفاصيل ذاكرتك الممتدة مما قبل لحظات إلى طفولتك… وولادتك… وكونك قبل ذلك في أصلاب آبائك وأجدادك، إلى أبينا آدم، وعالم الذر، بكل ما في ذلك من تفاصيل نحن ماض في الدرجة الأولى، والحاضر لا يتعدى اللحظة، والمستقبل فسيح أمامنا، غائب عنا. وإننا إذ نرفض الماضي نرفض على الحقيقة أنفسنا. 
Our-Benchmark.csv,"قَدَّسَتِ الْحَدَاثَةُ الْعَقْلَ، وَجَعَلَتْهُ مَرْكَزَ الْكَوْنِ، وَقَطَعَتْهُ عَنْ خَالِقِهِ، فَطَلَعَ عَلَيْنَا فِي النِّصْفِ الثَّانِي مِنَ الْقَرْنِ الْعِشْرِينَ عَصْرُ ""مَا بَعْدَ الْحَدَاثَةِ"" وَأَزَاحَ الْعَقْلَ مِنَ الْمَكَانِ الَّذِي رَفَعَتْهُ إِلَيْهِ ""الْحَدَاثَةُ""، لَا لِتَعْتَرِفَ بِالْإِلَهِ الْوَاحِدِ الْأَحَدِ مَالِكِ الْمُلْكِ، خَالِقِ الْكَوْنِ، وَلَكِنْ لِتَهْوِيَ بِالْإِنْسَانِ، فَيُقَدِّسَ هَوَاهُ وَغَرِيزَتَهُ وَشَهْوَتَهُ: ( (أَرَأَيْتَ مَنِ اتَّخَذَ إِلَهَهُ هَوَاهُ أَفَأَنْتَ تَكُونُ عَلَيْهِ وَكِيلًا) ) [الْفُرْقَانُ-43] . ","قدست الحداثة العقل، وجعلته مركز الكون، وقطعته عن خالقه، فطلع علينا في النصف الثاني من القرن العشرين عصر ""ما بعد الحداثة"" وأزاح العقل من المكان الذي رفعته إليه ""الحداثة""، لا لتعترف بالإله الواحد الأحد مالك الملك، خالق الكون، ولكن لتهوي بالإنسان، فيقدس هواه وغريزته وشهوته: ( (أرأيت من اتخذ إلهه هواه أفأنت تكون عليه وكيلا) ) [الفرقان-43] . "
Our-Benchmark.csv,لَا مَكَانَ لِلْعَقْلِ هُنَا لِأَنَّهُ رُبَّمَا يَسْتَيْقِظُ لِيَرَى الْحَقَائِقَ بِعُيُونٍ جَدِيدَةٍ، وَلِأَجْلِ ذَلِكَ عُمِلَ هَذِهِ الْمَرَّةَ عَلَى خَنْقِ الْعَقْلِ وَتَخْدِيرِهِ أَوْ رُبَّمَا قَتْلِهِ، لِتَقُودَ هَذَا الْعَالَمَ غَرِيزَةٌ عَمْيَاءُ تَبْحَثُ عَنِ الْبَقَاءِ وَالسَّيْطَرَةِ وَالْقِيَادَةِ بِأَيَّةِ طَرِيقَةٍ. وَلِأَجْلِ ذَلِكَ ضُخِّمَ دَوْرُ وَسَائِلِ الْإِعْلَامِ بِكُلِّ أَنْوَاعِهَا، لِتَقُودَ الْوَعْيَ الْجَمَاهِيرِيَّ الْمُنَوَّمَ بِالشَّهَوَاتِ، وَضُخَّ سَيْلٌ مِنَ الْأَفْكَارِ الْغَرِيبَةِ، ,لا مكان للعقل هنا لأنه ربما يستيقظ ليرى الحقائق بعيون جديدة، ولأجل ذلك عمل هذه المرة على خنق العقل وتخديره أو ربما قتله، لتقود هذا العالم غريزة عمياء تبحث عن البقاء والسيطرة والقيادة بأية طريقة. ولأجل ذلك ضخم دور وسائل الإعلام بكل أنواعها، لتقود الوعي الجماهيري المنوم بالشهوات، وضخ سيل من الأفكار الغريبة، 
Our-Benchmark.csv,وَالشَّاذَّةِ، وَالْمُنْحَرِفَةِ، لِتَتَوَافَرَ بِسُهُولَةٍ وَلَوْ بَيْنَ يَدَيْ طِفْلٍ فِي السَّادِسَةِ، وَسُخِّرَتْ لِبَثِّهَا جَمِيعُ الْوَسَائِلِ الْمُتَاحَةِ بَدْءًا بِالتِّلْفَازِ، وَالشَّبَكَةِ الْمَعْلُومَاتِيَّةِ، وَلَيْسَ انْتِهَاءً بِالْهَوَاتِفِ الْمَحْمُولَةِ، وَوَسَائِلِ التَّوَاصُلِ الِاجْتِمَاعِيِّ، وَالْفِيدْيُو. وَمَعَ تَكْرَارِهَا وَكَثَافَتِهَا مُدَّةً مِنَ الزَّمَنِ صَارَتْ جُزْءًا مِنَ التَّكْوِينِ الْفِكْرِيِّ وَالنَّفْسِيِّ لِلنَّاسِ، يَرَوْنَ بِعُيُونِهَا، وَيَتَبَنَّوْنَ مَضْمُونَهَا، وَأَصْبَحَتْ مَعَ الْوَقْتِ خُبْزَ الشُّعُوبِ الْيَوْمِيَّ. ,والشاذة، والمنحرفة، لتتوافر بسهولة ولو بين يدي طفل في السادسة، وسخرت لبثها جميع الوسائل المتاحة بدءا بالتلفاز، والشبكة المعلوماتية، وليس انتهاء بالهواتف المحمولة، ووسائل التواصل الاجتماعي، والفيديو. ومع تكرارها وكثافتها مدة من الزمن صارت جزءا من التكوين الفكري والنفسي للناس، يرون بعيونها، ويتبنون مضمونها، وأصبحت مع الوقت خبز الشعوب اليومي. 
Our-Benchmark.csv,وَفِي ظِلِّ هَذَا النِّظَامِ الْعَالَمِيِّ الْجَدِيدِ الَّذِي بَاتَ يُحَاوِلُ التَّحَكُّمَ بِهَذَا الْعَالَمِ بِكُلِّ تَفَاصِيلِهِ _وَهَذَا مَا نَرَاهُ الْيَوْمَ حَقِيقَةً فِي الْوَاقِعِ الْمَلْمُوسِ_ بَدْءًا مِنْ شَكْلِ قَصَّةِ شَعْرِكَ، وَمَلَابِسِكَ الَّتِي تَرْتَدِيهَا كُلَّ يَوْمٍ، وَطَرِيقَةِ مَشْيِكَ وَكَلَامِكَ، وَحَتَّى نَوْعِ طَعَامِكَ، وُصُولًا إِلَى أَفْكَارِكَ وَعَقِيدَتِكَ. وَبَدَأَتِ الثَّوَابِتُ الْفِكْرِيَّةُ وَالْعَقَائِدِيَّةُ وَالدِّينِيَّةُ الْمُتَجَذِّرَةُ تُمْحَى، لِيَحِلَّ مَحَلَّهَا اللَّاثَوَابِتُ، ,وفي ظل هذا النظام العالمي الجديد الذي بات يحاول التحكم بهذا العالم بكل تفاصيله _وهذا ما نراه اليوم حقيقة في الواقع الملموس_ بدءا من شكل قصة شعرك، وملابسك التي ترتديها كل يوم، وطريقة مشيك وكلامك، وحتى نوع طعامك، وصولا إلى أفكارك وعقيدتك. وبدأت الثوابت الفكرية والعقائدية والدينية المتجذرة تمحى، ليحل محلها اللاثوابت، 
Our-Benchmark.csv,اللَّادِينِيَّةُ، اللَّامَرْجَعِيَّةُ… الضَّيَاعُ. مِسْكِينٌ إِنْسَانُ الْعَصْرِ فِي قَلْبِ عَوَاصِفِ الْفِكْرِ وَالتَّشْكِيكِ، تَارَةً تَأْخُذُهُ مَوْجَةُ الْعَقْلِ، وَتَارَةً تُطِيحُ بِهِ مَوْجَةُ الْحُرِّيَّةِ، تَفَلَّتَتْ جُذُورُهُ، وَهُوَ فِي مَهَبِّ الرِّيحِ يَرْكَبُ كُلَّ يَوْمٍ مَوْجَةً، وَيُجَرِّبُ كُلَّ يَوْمٍ فِكْرَةً، وَيَنْصَاعُ لِكُلِّ لَذَّةٍ، وَفِي ظِلِّ هَذَا الْوَاقِعِ الْمَوْبُوءِ يَبْحَثُ لِجُذُورِهِ التَّائِهَةِ عَنْ أَرْضِهَا الْأُولَى، يَبْحَثُ عَنِ الرَّاحَةِ الَّتِي فَقَدَهَا، ,اللادينية، اللامرجعية… الضياع. مسكين إنسان العصر في قلب عواصف الفكر والتشكيك، تارة تأخذه موجة العقل، وتارة تطيح به موجة الحرية، تفلتت جذوره، وهو في مهب الريح يركب كل يوم موجة، ويجرب كل يوم فكرة، وينصاع لكل لذة، وفي ظل هذا الواقع الموبوء يبحث لجذوره التائهة عن أرضها الأولى، يبحث عن الراحة التي فقدها، 
Our-Benchmark.csv,وَالطُّمَأْنِينَةِ الَّتِي خَسِرَهَا، وَالَّتِي لَنْ يَجِدَهَا إِلَّا إِذَا عَرَفَ غَايَةَ وُجُودِهِ، وَسَبَبَ وُجُودِهِ، وَحَقِيقَةَ وُجُودِهِ، فَعَرَفَ رَبَّهُ.,والطمأنينة التي خسرها، والتي لن يجدها إلا إذا عرف غاية وجوده، وسبب وجوده، وحقيقة وجوده، فعرف ربه.
Our-Benchmark.csv,"الِاهْتِمَامُ بِالسَّنَدِ وَشُرُوطُ قَبُولِ الْأَحَادِيثِ... تَعَرَّفْ عَلَى ذَلِكَ
شُرُوطُ الصِّحَّةِ الْخَمْسُ عِنَايَةُ السَّلَفِ الصَّالِحِ بِالْإِسْنَادِ: جُعِلَ الْإِسْنَادُ شَرْطًا أَوَّلِيًّا لِقَبُولِ الْأَحَادِيثِ الشَّرِيفَةِ, وَطَالَبَ الْعُلَمَاءُ بِهِ فِي كُلِّ حَدِيثٍ. وَالْإِسْنَادُ هُوَ أَنْ يُصَرِّحَ كُلُّ رَاوٍ لِلْحَدِيثِ بِاسْمِ مَنْ حَدَّثَهُ بِهِ, فَهُوَ سِلْسِلَةُ الرِّجَالِ الَّذِينَ نَقَلُوا الْحَدِيثَ. ","الاهتمام بالسند وشروط قبول الأحاديث... تعرف على ذلك
شروط الصحة الخمس عناية السلف الصالح بالإسناد: جعل الإسناد شرطا أوليا لقبول الأحاديث الشريفة, وطالب العلماء به في كل حديث. والإسناد هو أن يصرح كل راو للحديث باسم من حدثه به, فهو سلسلة الرجال الذين نقلوا الحديث. "
Our-Benchmark.csv,"اهْتَمَّ الْعُلَمَاءُ بِالْإِسْنَادِ اهْتِمَامًا كَبِيرًا لِكَوْنِهِ وَسِيلَةً أَسَاسِيَّةً لِنَقْلِ الشَّرِيعَةِ, وَمِنْ ذَلِكَ سَفَرُهُمْ وَانْتِقَالُهُمْ مِنْ بِلَادِهِمْ حَتَّى يَسْمَعُوا كَلَامَ النَّبِيِّ مُسْنَدًا بِرِجَالِهِ الثِّقَاتِ. ","اهتم العلماء بالإسناد اهتماما كبيرا لكونه وسيلة أساسية لنقل الشريعة, ومن ذلك سفرهم وانتقالهم من بلادهم حتى يسمعوا كلام النبي مسندا برجاله الثقات. "
Our-Benchmark.csv,"وَمَعْرِفَةُ الْإِسْنَادِ لَيْسَ مَقْصُودًا لِذَاتِهِ, بَلْ يُتَوَصَّلُ بِهِ إِلَى دِرَاسَةِ أَحْوَالِ الرِّجَالِ الرُّوَاةِ, وَالْبَحْثِ عَنْ عَدَالَتِهِمْ وَضَبْطِهِمْ, وَمُقَارَنَةِ الْمَرْوِيَّاتِ بَعْدَ ثُبُوتِ السَّنَدِ, ""وَإِنَّمَا يُعْلَمُ صِحَّةُ الْحَدِيثِ بِصِحَّةِ الْإِسْنَادِ"" كَمَا قَالَ شُعْبَةُ بْنُ الْحَجَّاجِ, وَاتَّفَقَ أَهْلُ الْحَدِيثِ عَلَى عَدَمِ قَبُولِ الرِّوَايَةِ إِلَّا بِذِكْرِ السَّنَدِ, وَإِلَّا رَدُّوهَا. ","ومعرفة الإسناد ليس مقصودا لذاته, بل يتوصل به إلى دراسة أحوال الرجال الرواة, والبحث عن عدالتهم وضبطهم, ومقارنة المرويات بعد ثبوت السند, ""وإنما يعلم صحة الحديث بصحة الإسناد"" كما قال شعبة بن الحجاج, واتفق أهل الحديث على عدم قبول الرواية إلا بذكر السند, وإلا ردوها. "
Our-Benchmark.csv,"بَيَانٌ مُوجَزٌ لِشُرُوطِ صِحَّةِ الْحَدِيثِ:
عَرَّفَ الْمُحَدِّثُونَ الْحَدِيثَ الصَّحِيحَ بِأَنَّهُ: (الْحَدِيثُ الَّذِي اتَّصَلَ سَنَدُهُ بِنَقْلِ الْعَدْلِ الضَّابِطِ عَنْ مِثْلِهِ, مِنْ أَوَّلِ السَّنَدِ إِلَى مُنْتَهَاهُ, وَلَا يَكُونُ شَاذًّا وَلَا مُعَلَّلًا) .
وَنَسْتَنْتِجُ مِنَ التَّعْرِيفِ أَنَّ شُرُوطَ الصِّحَّةِ خَمْسَةٌ, وَهِيَ:
اتِّصَالُ السَّنَدِ– عَدَالَةُ جَمِيعِ الرُّوَاةِ – ضَبْطُ جَمِيعِ الرُّوَاةِ – سَلَامَةُ الْحَدِيثِ مِنَ الشُّذُوذِ – وَسَلَامَتُهُ مِنَ الْعِلَّةِ الْخَفِيَّةِ الْقَادِحَةِ.
","بيان موجز لشروط صحة الحديث:
عرف المحدثون الحديث الصحيح بأنه: (الحديث الذي اتصل سنده بنقل العدل الضابط عن مثله, من أول السند إلى منتهاه, ولا يكون شاذا ولا معللا) .
ونستنتج من التعريف أن شروط الصحة خمسة, وهي:
اتصال السند– عدالة جميع الرواة – ضبط جميع الرواة – سلامة الحديث من الشذوذ – وسلامته من العلة الخفية القادحة.
"
Our-Benchmark.csv,"أَوَّلًا: شَرْطُ اتِّصَالِ السَّنَدِ: وَمَعْنَاهُ أَنْ يَكُونَ كُلُّ رَجُلٍ مِنْ رِجَالِ الْإِسْنَادِ قَدْ تَحَقَّقَ لِقَاؤُهُ بِمَنْ قَبْلَهُ, وَثَبَتَ أَخْذُهُ عَنْهُ وَسَمَاعُهُ مِنْهُ, وَيَسْتَمِرُّ ذَلِكَ مِنْ أَوَّلِ السَّنَدِ إِلَى آخِرِهِ. ثَانِيًا: شَرْطُ الْعَدَالَةِ: وَهِيَ صِفَةٌ رَاسِخَةٌ فِي النَّفْسِ تَحْمِلُ صَاحِبَهَا عَلَى مُلَازَمَةِ تَقْوَى الْلهِ تَعَالَى, وَاجْتِنَابِ الْكَبَائِرِ, وَعَدَمِ لُزُومِ الصَّغَائِرِ, وَالِابْتِعَادِ عَنْ خَوَارِمِ الْمُرُوءَةِ. ","أولا: شرط اتصال السند: ومعناه أن يكون كل رجل من رجال الإسناد قد تحقق لقاؤه بمن قبله, وثبت أخذه عنه وسماعه منه, ويستمر ذلك من أول السند إلى آخره. ثانيا: شرط العدالة: وهي صفة راسخة في النفس تحمل صاحبها على ملازمة تقوى الله تعالى, واجتناب الكبائر, وعدم لزوم الصغائر, والابتعاد عن خوارم المروءة. "
Our-Benchmark.csv,"وَالْعَدَالَةُ هِيَ الرُّكْنُ الْأَكْبَرُ فِي الرِّوَايَةِ, وَالضَّمَانُ لِصِدْقِ الرَّاوِي؛ لِأَنَّ الرَّجُلَ الْعَدْلَ يَمِيلُ إِلَى جَانِبِ الصِّدْقِ وَيَجْتَنِبُ الْكَذِبَ فِيمَا يُخْبِرُ. ثَالِثًا: شَرْطُ الضَّبْطِ: وَهُوَ حِفْظُ الرَّاوِي لِحَدِيثِهِ وَصِيَانَتُهُ, وَالْمُحَافَظَةُ عَلَيْهِ فِي صَدْرِهِ أَوْ فِي كِتَابِهِ حَتَّى يُؤَدِّيَهُ كَمَا سَمِعَهُ, وَيُعْرَفُ ضَبْطُ الرَّاوِي بِدِرَاسَةِ مَرْوِيَّاتِهِ, وَاخْتِبَارِهِ بِشَكْلٍ مُبَاشِرٍ. ","والعدالة هي الركن الأكبر في الرواية, والضمان لصدق الراوي؛ لأن الرجل العدل يميل إلى جانب الصدق ويجتنب الكذب فيما يخبر. ثالثا: شرط الضبط: وهو حفظ الراوي لحديثه وصيانته, والمحافظة عليه في صدره أو في كتابه حتى يؤديه كما سمعه, ويعرف ضبط الراوي بدراسة مروياته, واختباره بشكل مباشر. "
